PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-04-14,18:33:38.23,1,1,"Cowan, Zac",828823,Right,LSU_TIG,"Leonard, Brooks",1000166243,Right,NOR_DEM,Undefined,1,Top,0,0,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.87806,-1.5118,-3.697228,2448.817606,243.915435,2:15,5.76746,1.62367,5.20684,-24.21793,9.99304,18.07021,2.32416,-0.35253,83.61184,-5.978794,-0.50103,0.420973,,,,,,,,,,,,-10.14741,5.75445,-1.2955,50,5.60921,7.75319,-133.03132,-4.43994,-18.10955,29.63801,-21.90439,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,5d3e6ba0-385a-11f1-a4d3-2bc9aab91fa4,89.53651,,,8.26622,,,,,,,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:33:38.23,2026-04-14T18:33:38.2320128-05:00,2026-04-14T23:33:38.2320128Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,a06304df-5e52-429a-ae42-fcbdefe1c50f,55.29611,-134.20606,14.81901,5.76798,-3.57174,-10.9522,-1.61703,8.47098,-9.05478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
2,2026-04-14,18:34:01.15,1,2,"Cowan, Zac",828823,Right,LSU_TIG,"Leonard, Brooks",1000166243,Right,NOR_DEM,Undefined,1,Top,0,0,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.50172,-0.34937,-3.656124,1804.404832,255.731188,2:30,5.70421,1.95928,5.35044,-36.46108,5.89477,17.41564,2.33741,-0.02347,74.93837,-7.044872,-0.566141,0.468412,73.39578,-1.335708,-69.811875,3029.38532,,,,28.91268,28.91268,-62.326989,0.266623,-9.93308,3.44638,-1.6429,50,5.64662,6.91943,-119.47788,-1.99435,-14.22574,25.00138,-27.23826,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,6ae7bc20-385a-11f1-a4d3-2bc9aab91fa4,80.46855,2.85929,,7.56335,,,,4.11867,2.85929,-0.09514,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:34:01.15,2026-04-14T18:34:01.1518464-05:00,2026-04-14T23:34:01.1518464Z,GroundBall,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,ae70e033-d543-4d68-95d9-d02d445cbfa2,55.15257,-120.55126,12.50069,5.70714,-0.82493,-13.61913,-1.95308,7.53018,-7.11287,,4.1196,37.09281,-8.19433,,,,,,,2.86594,-2.84294,-29.74673,,,,,,,-0.09681,-100.92346,19.71476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,,,
3,2026-04-14,18:34:26.33,1,3,"Cowan, Zac",828823,Right,LSU_TIG,"Leonard, Brooks",1000166243,Right,NOR_DEM,Undefined,1,Top,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.57276,-4.131412,-4.518814,1982.60514,237.433455,2:00,5.69486,1.92006,5.29159,-31.376,10.0228,13.53186,-0.81811,-1.20434,76.74953,-9.838848,-2.122291,0.46309,,,,,,,,,,,,-8.19528,6.57292,-1.51835,50,5.29385,8.98831,-120.66443,-9.82878,-12.05269,24.02248,-22.50735,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,79eccc10-385a-11f1-a4d3-2bc9aab91fa4,81.39335,,,6.82323,,,,,,,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:34:26.33,2026-04-14T18:34:26.3393280-05:00,2026-04-14T23:34:26.3393280Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,6669011b-d30a-4a4d-8c66-69f6f3d85d86,55.21264,-121.69777,12.01124,5.69581,-8.86062,-11.25367,-1.91614,9.50676,-6.02635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
4,2026-04-14,18:34:46.34,1,4,"Cowan, Zac",828823,Right,LSU_TIG,"Leonard, Brooks",1000166243,Right,NOR_DEM,Undefined,1,Top,0,1,2,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,82.33818,-0.343794,-3.678952,1867.362984,257.833289,2:30,5.62652,1.75768,5.22042,-37.45522,5.4624,18.18044,2.18133,-0.1912,74.49096,-7.211415,-0.460881,0.471508,87.5131,42.874628,-21.091725,3568.912768,101.98985,91.11367,-41.20764,313.1478,312.98186,-24.257708,5.596265,-10.3163,3.23701,-1.43218,50,5.56673,6.9006,-119.15603,-2.03895,-14.63188,25.77707,-27.58294,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,85d6b950-385a-11f1-a4d3-2bc9aab91fa4,79.94017,112.40761,,7.84721,,,,3.31328,2.51874,0.16053,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:34:46.34,2026-04-14T18:34:46.3426560-05:00,2026-04-14T23:34:46.3426560Z,FlyBall,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,f2e52d9d-099c-47e1-9c98-f99eb0d375a4,55.28198,-120.29326,12.88854,5.62984,-0.82206,-13.79147,-1.75085,7.54612,-7.31594,171.467827,3.31776,87.66743,-19.42017,4.92177,-0.72594,0.013,0.01601,-0.0025,0.00012,2.51423,87.40797,-19.68579,1.11923,-0.08448,-0.02035,0.01185,-0.00206,0.00012,0.15905,-33.81964,5.06191,-1.08203,0.09732,0.02113,-0.00799,0.00096,-4E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
5,2026-04-14,18:35:24.34,2,1,"Cowan, Zac",828823,Right,LSU_TIG,"Siervo, Joe",1000090286,Right,NOR_DEM,Undefined,1,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.03497,-1.417688,-4.130791,2273.366095,230.319015,1:45,5.69966,2.29721,5.32446,-34.85451,5.06689,4.48481,1.46096,-1.21228,77.56289,-7.783034,-3.33665,0.454752,,,,,,,,,,,,-3.48063,3.35874,-1.92609,50,5.54597,8.69108,-123.0138,-4.31405,-5.29758,25.93231,-27.06198,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,9c848a60-385a-11f1-a4d3-2bc9aab91fa4,82.88576,,,7.47208,,,,,,,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:35:24.34,2026-04-14T18:35:24.3471872-05:00,2026-04-14T23:35:24.3471872Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,885c0df2-f10f-44d9-b6fb-d92be127e248,55.17647,-124.10024,12.96616,5.70296,-3.18028,-13.53099,-2.29486,8.91302,-2.64879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
6,2026-04-14,18:35:43.90,2,2,"Cowan, Zac",828823,Right,LSU_TIG,"Siervo, Joe",1000090286,Right,NOR_DEM,Undefined,1,Top,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.27538,0.921364,-2.826869,2304.613148,171.77478,11:45,5.7201,2.31966,5.09569,-38.84833,2.23386,-0.11583,3.3522,-0.3563,76.28078,-6.170794,-2.847315,0.461316,,,,,,,,,,,,-0.82437,1.26323,-2.05222,50,5.7771,6.02827,-121.97866,0.5013,-1.22763,26.5888,-30.29286,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,a827f8c0-385a-11f1-a4d3-2bc9aab91fa4,81.7064,,,7.9946,,,,,,,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:35:43.90,2026-04-14T18:35:43.9038976-05:00,2026-04-14T23:35:43.9038976Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,e226023f-d283-4eb0-8b27-035821467153,55.40379,-123.15094,13.2944,5.72555,1.83689,-15.14643,-2.3192,6.08239,-0.61381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
7,2026-04-14,18:36:00.05,2,3,"Cowan, Zac",828823,Right,LSU_TIG,"Siervo, Joe",1000090286,Right,NOR_DEM,Undefined,1,Top,1,2,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.90658,-0.115078,-3.618872,1892.802828,262.07606,2:45,5.59021,2.00327,5.30036,-39.05601,4.15351,18.75395,2.22729,0.16396,74.15132,-7.27706,-0.293572,0.473109,86.04167,10.554607,-49.458479,2271.189616,,,,128.62884,128.62884,-51.133211,1.15432,-10.62784,2.50323,-1.68844,50,5.55126,6.72887,-118.57404,-1.60213,-14.93073,25.471,-28.65731,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,b1c86b30-385a-11f1-a4d3-2bc9aab91fa4,79.6697,8.3835,,7.75525,,,,3.61306,2.72287,-0.40887,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:36:00.05,2026-04-14T18:36:00.0524800-05:00,2026-04-14T23:36:00.0524800Z,LineDrive,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,3465e976-3d0c-458d-bf73-65d517279721,55.2026,-119.6864,12.7355,5.5939,-0.35062,-14.32865,-1.99654,7.38092,-7.46537,,3.61306,80.63831,-13.56287,1.72073,-0.37876,0.06969,-0.01274,0.00241,-0.00027,2.72287,23.11532,-24.97404,3.07732,-0.62628,0.15039,-0.02975,0.00515,-0.00057,-0.40887,-94.2769,7.23258,-0.46521,0.10139,-0.00886,-2E-05,-6E-05,1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,72.29613,21.66289,-33.55649
8,2026-04-14,18:36:25.27,2,4,"Cowan, Zac",828823,Right,LSU_TIG,"Siervo, Joe",1000090286,Right,NOR_DEM,Undefined,1,Top,1,2,1,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.64934,-0.437465,-3.230526,2090.946695,256.099175,2:30,5.71557,1.52253,5.22493,-28.79222,5.4852,17.6119,2.90426,-0.0503,83.48021,-5.717584,-0.11198,0.421382,73.70499,42.209996,139.421928,4966.689969,,,,,54.97091,,,-9.74693,3.18709,-1.23814,50,5.65367,6.67189,-132.82227,-2.14743,-17.3553,29.31558,-26.49913,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,c0d06150-385a-11f1-a4d3-2bc9aab91fa4,89.44967,43.47257,,8.16913,,,,1.3494,2.93334,-0.16703,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:36:25.27,2026-04-14T18:36:25.2747264-05:00,2026-04-14T23:36:25.2747264Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,68612e2a-1c34-44fa-8b89-42a869e87116,55.27789,-133.98211,14.65779,5.71789,-1.09903,-13.24957,-1.51569,7.35853,-8.67765,,1.3494,-60.81377,0.96928,0.37028,-0.33164,0.1402,-0.04605,0.01197,-0.0018,2.93334,72.62729,-28.02192,3.11286,-0.35839,-0.00355,0.01583,-0.0055,0.00086,-0.16703,52.08335,-17.2406,6.19673,-1.6652,0.40995,-0.09655,0.01992,-0.00261,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,72.6679,6.40895,4.46168
9,2026-04-14,18:36:48.28,2,5,"Cowan, Zac",828823,Right,LSU_TIG,"Siervo, Joe",1000090286,Right,NOR_DEM,Undefined,1,Top,1,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Single,0,0,,83.80676,0.334323,-3.146586,2287.161321,281.122721,3:15,5.81155,2.04658,4.75141,-40.53561,0.9539,1.57705,2.75115,-0.80936,77.0401,-6.966831,-2.869942,0.463597,84.31266,-15.839163,1.771266,,,,,11.06611,11.06611,5.483025,0.080104,-1.62697,0.71307,-1.73151,50,5.80917,6.60667,-121.45243,-0.87761,-2.43776,23.09011,-31.10562,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,ce8e4b40-385a-11f1-a4d3-2bc9aab91fa4,81.30434,2.81069,,6.76666,,,,1.60141,2.81069,0.79184,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:36:48.28,2026-04-14T18:36:48.2894848-05:00,2026-04-14T23:36:48.2894848Z,GroundBall,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,901c2e62-3054-4884-99cc-49c75445d653,55.75191,-122.54109,11.54506,5.81598,0.58896,-15.55281,-2.04571,6.7216,-1.21888,35.179308,1.60145,118.89858,-17.19174,,,,,,,2.81074,-33.7589,-16.63129,,,,,,,0.79186,3.67354,-4.48387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,64.99363,6.34242,-0.5251
10,2026-04-14,18:37:34.41,3,1,"Cowan, Zac",828823,Right,LSU_TIG,"Marsala III, Thomas",1000096473,Left,NOR_DEM,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.52725,-1.562834,-3.969755,1963.256673,259.404557,2:45,5.51609,2.01445,5.4885,-37.61581,4.92055,17.79977,0.91541,-0.2222,74.52622,-8.479789,-0.802308,0.469409,,,,,,,,,,,,-10.33607,3.42721,-1.67867,50,5.3534,7.55213,-119.33996,-4.54881,-14.63401,26.87812,-27.32172,LSU_TIG,NOR_DEM,LSU,D1,SEC,20260414-LSU-1,ea05d960-385a-11f1-a4d3-2bc9aab91fa4,80.29762,,,8.00103,,,,,,,cafc4b14-b355-4f63-8aec-0e7f70f57571,2026-04-14,23:37:34.41,2026-04-14T18:37:34.4102400-05:00,2026-04-14T23:37:34.4102400Z,,v3,5323,471394,,"Arrambide, Cade",806679,Right,LSU_TIG,e5aca0a4-c5bd-406d-a57f-df1f5fc69b07,55.01306,-120.46373,13.43906,5.5197,-3.40649,-13.66086,-2.00721,8.16397,-7.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
