PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-04-11,12:04:19.85,1,1,"Chapel, Colin",1000497226,Right,MAR_LIO,"Greene, Maddox",10122259,Right,CAR_EAG,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.56845,-2.766976,-1.680831,2253.234487,194.427354,12:30,5.79486,0.93705,5.82082,-21.87505,11.34623,2.66721,1.39623,-0.40388,84.54291,-6.822071,-1.202611,0.414839,,,,,,,,,,,,-1.80055,6.81512,-0.80113,50,5.55518,3.78728,-132.94061,-7.17603,-3.24698,26.45105,-19.88405,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,1990a9a0-35c0-11f1-8409-eb5193014d91,90.86037,,,7.02555,,,,,,,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:04:19.85,2026-04-11T12:04:19.8533120-04:00,2026-04-11T16:04:19.8533120Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,dd62257f-b200-4d0c-9b3b-bc9e10ff0e27,54.68068,-133.86868,13.22553,5.79472,-6.47837,-9.94202,-0.93601,3.9012,-1.62349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
2,2026-04-11,12:04:32.68,1,2,"Chapel, Colin",1000497226,Right,MAR_LIO,"Greene, Maddox",10122259,Right,CAR_EAG,Undefined,1,Top,0,0,1,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.55885,-0.19646,-0.667157,2609.52974,67.385164,8:15,5.88615,1.13472,5.03198,-50.91369,-4.70673,-14.31083,1.45797,-0.68735,73.30715,-9.331533,-3.200975,0.489244,51.24096,12.593777,61.870061,2870.584003,,,,87.05365,72.16694,66.742682,1.257227,7.00059,-1.96882,-1.0588,50,5.82584,1.90051,-114.21534,-2.22308,9.3452,18.95442,-34.80223,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,2143cb00-35c0-11f1-8409-eb5193014d91,77.04229,5.97272,,5.2517,,,,0.89474,1.27467,0.99546,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:04:32.68,2026-04-11T12:04:32.6851584-04:00,2026-04-11T16:04:32.6851584Z,GroundBall,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,1cbf230d-8846-4ff5-8efb-4a8347b5fd1b,55.473,-115.12002,9.47721,5.89231,-0.562,-17.40112,-1.13886,1.45447,4.6726,,0.89474,34.58101,-6.78427,0.65669,-0.93625,1.4452,-1.24898,0.5629,-0.10379,1.27467,16.38588,-14.67423,0.64713,0.24863,-0.46487,0.38951,-0.17356,0.03183,0.99546,64.68191,-1.46259,0.01105,-0.2152,0.41644,-0.36519,0.16328,-0.02994,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
3,2026-04-11,12:04:48.98,1,3,"Chapel, Colin",1000497226,Right,MAR_LIO,"Greene, Maddox",10122259,Right,CAR_EAG,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.63613,-2.885082,-0.21933,2249.333818,193.679293,12:30,6.09581,0.48899,5.74434,-16.09465,17.22182,3.94504,2.06604,0.61352,84.29844,-5.915468,0.487014,0.415433,,,,,,,,,,,,-2.07284,9.85032,-0.47323,50,5.84595,0.33741,-133.02917,-7.20951,-3.7358,27.00234,-14.42107,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,2aebb780-35c0-11f1-8409-eb5193014d91,90.73052,,,7.33769,,,,,,,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:04:48.98,2026-04-11T12:04:48.9895936-04:00,2026-04-11T16:04:48.9895936Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,d77a5b6b-89ec-48bc-86fa-d217fd657e6a,54.75644,-133.99116,13.50117,6.09364,-6.69574,-7.21054,-0.48762,0.47051,-1.8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
4,2026-04-11,12:05:04.37,1,4,"Chapel, Colin",1000497226,Right,MAR_LIO,"Greene, Maddox",10122259,Right,CAR_EAG,Undefined,1,Top,0,1,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.61192,1.275394,-1.207821,2641.490767,44.11027,7:30,5.89967,0.92089,4.90892,-55.87401,-9.09331,-10.16646,2.45007,-1.06868,72.57727,-8.758494,-3.001889,0.492272,87.63021,31.272343,41.269488,3677.012365,77.46878,57.28956,78.09337,321.12394,201.4314,52.592443,4.579862,4.7274,-4.50162,-0.79377,50,5.97679,2.82234,-114.12992,0.48063,6.24594,20.67058,-38.1217,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,34274da0-35c0-11f1-8409-eb5193014d91,76.56839,70.78849,,6.03465,,,,1.18316,2.74231,1.03848,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:05:04.37,2026-04-11T12:05:04.3739648-04:00,2026-04-11T16:05:04.3739648Z,FlyBall,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,62f224b3-cec5-448d-8dc8-d00959633894,55.5956,-115.1389,10.33529,5.90792,2.34145,-19.06085,-0.9241,2.51746,3.12297,,1.18382,82.55478,-18.86973,4.49981,-1.02541,0.23605,-0.04949,0.00689,-0.00041,2.74337,66.68734,-18.1547,0.8287,0.23266,-0.19769,0.06248,-0.00913,0.00051,1.03865,72.45408,-6.46652,0.93493,-0.09039,0.00251,-0.00088,0.00049,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
5,2026-04-11,12:05:24.32,1,5,"Chapel, Colin",1000497226,Right,MAR_LIO,"Greene, Maddox",10122259,Right,CAR_EAG,Undefined,1,Top,0,1,2,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,76.1698,1.137335,-0.318533,2690.211493,32.444147,7:00,5.97281,0.74029,5.0623,-65.32759,-15.59332,-10.89016,1.6015,-0.4676,70.31634,-10.593048,-2.250363,0.507574,71.23462,-21.252506,-28.347534,,,,,6.12815,6.12815,-15.203053,0.044189,5.37977,-7.79552,-0.70076,50,6.02787,1.03618,-110.63347,-0.10245,6.64037,20.49289,-41.79623,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,400728c0-35c0-11f1-8409-eb5193014d91,74.26,1.67733,,5.85346,,,,2.11815,1.67733,0.4407,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:05:24.32,2026-04-11T12:05:24.3299328-04:00,2026-04-11T16:05:24.3299328Z,GroundBall,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,1616ffe8-498c-420e-ac7d-c34440c898b5,55.44405,-111.63733,10.24644,5.98274,1.94497,-20.89811,-0.74356,0.7109,3.32018,180,2.11675,85.89318,,,,,,,,1.67795,-37.95815,,,,,,,,0.44145,-46.34067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
6,2026-04-11,12:05:57.53,2,1,"Chapel, Colin",1000497226,Right,MAR_LIO,"Gibson, Aiden",10011511,Right,CAR_EAG,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.63702,1.697851,1.56873,2645.26482,38.823778,7:15,5.99279,0.737,5.27653,-66.33653,-15.0045,-13.34272,2.06053,1.09891,68.89584,-10.272925,-0.805761,0.515663,,,,,,,,,,,,7.16004,-7.60339,-0.86994,50,6.09831,-2.46817,-108.40476,0.97553,8.50311,19.30637,-41.20365,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,53d95120-35c0-11f1-8409-eb5193014d91,73.09516,,,5.74118,,,,,,,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:05:57.53,2026-04-11T12:05:57.5323136-04:00,2026-04-11T16:05:57.5323136Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,7e45b2b4-cd0b-40bf-913a-bfd5f75b7d52,55.23003,-109.33223,9.65319,6.0039,2.95495,-20.60182,-0.74156,-2.87665,4.25156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
7,2026-04-11,12:06:11.92,2,2,"Chapel, Colin",1000497226,Right,MAR_LIO,"Gibson, Aiden",10011511,Right,CAR_EAG,Undefined,1,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.92453,-2.461154,-2.992369,2341.65597,198.688985,12:30,5.82997,1.00966,5.58909,-21.01261,13.63926,4.28095,1.77615,-1.43041,83.27749,-6.347608,-2.229641,0.423677,,,,,,,,,,,,-2.89945,7.82126,-0.75538,50,5.60456,6.63488,-130.47078,-6.33714,-5.06134,24.18145,-18.52101,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,5c5c1e90-35c0-11f1-8409-eb5193014d91,88.96505,,,6.64704,,,,,,,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:06:11.92,2026-04-11T12:06:11.9218688-04:00,2026-04-11T16:06:11.9218688Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,e5ae6163-8d79-4ddb-8180-3ce639a187f0,54.91234,-131.37808,12.09073,5.82929,-5.64222,-9.26051,-1.00789,6.82478,-2.53067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
8,2026-04-11,12:06:28.59,2,3,"Chapel, Colin",1000497226,Right,MAR_LIO,"Gibson, Aiden",10011511,Right,CAR_EAG,Undefined,1,Top,1,2,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.10529,-2.954336,-1.243421,2290.33834,197.105074,12:30,5.7834,0.86021,5.9726,-16.36824,16.8967,4.90414,1.67733,0.11593,84.23066,-6.036231,-0.361819,0.415112,73.016,12.619999,154.824788,3831.581814,,,,,20.30952,,,-2.8352,9.72709,-0.76451,50,5.54006,2.66744,-132.33303,-7.32762,-5.08244,25.35316,-14.73703,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,66500830-35c0-11f1-8409-eb5193014d91,90.80075,5.78759,,6.87463,,,,0.89902,1.49299,0.01677,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:06:28.59,2026-04-11T12:06:28.5946880-04:00,2026-04-11T16:06:28.5946880Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,bf33e0e0-2516-4d4a-bc02-ef3badeb4ff1,54.52888,-133.19787,12.67658,5.78144,-6.82492,-7.36851,-0.85846,2.84081,-2.54122,,0.89847,-94.54121,8.01048,,,,,,,1.49301,23.39631,-12.32123,,,,,,,0.01712,44.43213,-4.85513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,,,
9,2026-04-11,12:06:47.81,2,4,"Chapel, Colin",1000497226,Right,MAR_LIO,"Gibson, Aiden",10011511,Right,CAR_EAG,Undefined,1,Top,1,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.57925,-1.942391,-1.179262,2258.951451,198.451655,12:30,5.74055,0.83378,6.06914,-17.71363,15.9241,4.97607,2.46582,0.15699,83.30981,-5.289873,-0.283109,0.417431,,,,,,,,,,,,-2.88079,9.03989,-0.74505,50,5.58042,2.50396,-131.62395,-4.99643,-5.08248,26.4546,-16.22523,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,71c3b400-35c0-11f1-8409-eb5193014d91,90.29621,,,7.26944,,,,,,,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:06:47.81,2026-04-11T12:06:47.8124032-04:00,2026-04-11T16:06:47.8124032Z,,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,2cf170ed-9731-4ce1-aa8a-3e039d58c627,54.43172,-132.51167,13.2273,5.73894,-4.45197,-8.11262,-0.83193,2.6745,-2.54124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
10,2026-04-11,12:07:07.67,2,5,"Chapel, Colin",1000497226,Right,MAR_LIO,"Gibson, Aiden",10011511,Right,CAR_EAG,Undefined,1,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,91.51017,-2.39632,-1.384219,2171.468911,211.199662,1:00,5.65089,0.84392,6.0047,-23.60226,9.3543,5.08925,1.4618,-0.01477,84.61986,-6.773766,-0.468167,0.413183,68.63097,-78.011097,-144.420278,,,,,0.39587,0.39587,-21.843718,0.01383,-2.98339,5.71595,-0.73793,50,5.44929,3.00199,-132.97306,-6.36368,-5.38917,26.14125,-21.84883,MAR_LIO,CAR_EAG,HendersonFieldMarsHill,D2,NCAASA,20260411-HendersonFieldMarsHill-1,7d949b00-35c0-11f1-8409-eb5193014d91,91.22463,1.36463,,6.89031,,,,0.60313,1.36463,0.02131,0c0fbb12-c864-49f3-83bf-fab1fadcda13,2026-04-11,16:07:07.67,2026-04-11T12:07:07.6708352-04:00,2026-04-11T16:07:07.6708352Z,GroundBall,v3,643-145266,643-144590,,"Ashe, Evan",10111117,Right,MAR_LIO,9656ef51-1113-410a-8627-7d862235aeb9,54.49727,-133.85426,13.07062,5.65139,-5.62718,-10.92441,-0.84219,3.18365,-2.69458,,0.60321,-17.04137,,,,,,,,1.36509,-98.67099,,,,,,,,0.02137,-12.1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,,,
