PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-04-14,18:05:09.55,1,1,"Rushing, Logan",803355,Left,MT,"Ramos, Isreal ""Izzy""",1000400863,Right,MIS_DEL,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.60658,-2.328073,1.901711,2056.925972,153.619876,11:00,5.51512,-1.30415,5.72975,-20.00737,16.62387,-7.54087,1.67717,-0.16073,79.41297,-6.130001,0.552694,0.435609,,,,,,,,,,,,4.47457,9.64764,1.15013,50,5.30876,-3.92716,-128.23217,-5.82577,7.28628,31.96486,-16.46404,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,6380e2d0-3856-11f1-bdc2-1722bcea4bdc,86.52807,,,9.19362,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:05:09.55,2026-04-14T18:05:09.5550976-05:00,2026-04-14T23:05:09.5550976Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,3804eda9-6e13-48dc-ace3-b11edb57b228,54.76776,-129.41518,15.98243,5.51309,-5.21644,-8.23202,1.30046,-4.19682,3.64314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
2,2026-04-14,18:05:23.02,1,2,"Rushing, Logan",803355,Left,MT,"Ramos, Isreal ""Izzy""",1000400863,Right,MIS_DEL,Undefined,1,Top,0,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.39913,0.673422,0.807176,2788.200351,273.83597,3:15,5.48313,-1.27887,5.1673,-42.0329,1.38012,4.96028,2.61429,-0.10576,73.6244,-7.04047,1.686157,0.474222,52.91512,52.705644,131.770574,5472.577108,,,,118.69821,46.27202,137.805026,3.027595,-2.17693,0.92795,1.19962,50,5.5142,-1.89508,-119.22288,-0.12718,-3.04645,28.84242,-30.87548,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,6b907c10-3856-11f1-bdc2-1722bcea4bdc,79.48275,43.90236,,8.77473,,,,0.59298,2.52019,0.07156,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:05:23.02,2026-04-14T18:05:23.0233600-05:00,2026-04-14T23:05:23.0233600Z,Popup,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,c4500f37-ff6e-4ae4-ad64-283ddddfee3f,55.33065,-120.50557,14.42121,5.48932,1.24593,-15.43774,1.28089,-1.7596,-1.52322,335.008025,0.59332,-31.34019,-1.97865,1.46143,-0.0142,-0.30645,0.16459,-0.03629,0.00296,2.52032,61.73625,-26.34195,3.0541,-0.57469,0.11367,-0.04355,0.01304,-0.00145,0.07147,35.07668,-4.42764,0.95565,-0.39762,0.26091,-0.12324,0.02924,-0.00265,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
3,2026-04-14,18:05:43.33,1,3,"Rushing, Logan",803355,Left,MT,"Ramos, Isreal ""Izzy""",1000400863,Right,MIS_DEL,Undefined,1,Top,0,0,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.94525,-1.474982,1.840554,2171.278498,163.086556,11:30,5.55308,-1.07677,5.73739,-15.18843,20.7217,-5.84142,2.91282,0.151,79.54751,-4.44907,0.795989,0.431301,67.71606,33.394875,57.917569,3933.401225,48.98132,42.89997,98.49267,190.42447,137.518,66.905418,3.263028,3.63725,11.4676,0.92697,50,5.42127,-3.91327,-130.05613,-3.74125,6.02235,35.73184,-13.18662,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,77a1ee80-3856-11f1-bdc2-1722bcea4bdc,87.3925,43.07675,,10.39774,,,,-0.14437,2.79063,-0.17703,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:05:43.33,2026-04-14T18:05:43.3335808-05:00,2026-04-14T23:05:43.3335808Z,FlyBall,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,2b0b4bda-f6d1-4db2-9ada-ffb215afeddc,54.75718,-131.35662,17.86592,5.5487,-3.26131,-6.59331,1.07338,-4.13246,3.01117,226.429324,-0.14419,44.03514,-12.68494,3.29276,-0.63185,0.10594,-0.0238,0.00415,-0.00026,2.7905,54.66966,-20.4759,1.67293,-0.38027,0.12052,-0.03787,0.00842,-0.00079,-0.1772,70.26236,-8.32066,1.62627,-0.36798,0.12473,-0.04057,0.0075,-0.00053,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
4,2026-04-14,18:06:03.71,1,4,"Rushing, Logan",803355,Left,MT,"Ramos, Isreal ""Izzy""",1000400863,Right,MIS_DEL,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.0107,0.138943,1.011954,2076.933671,150.415593,11:00,5.57386,-1.14098,5.72673,-17.48288,18.99784,-9.95253,4.24638,-1.02771,78.97863,-3.247362,-0.768309,0.434714,,,,,,,,,,,,5.35233,9.96245,1.06241,50,5.57501,-1.82122,-128.83555,-0.17165,8.73858,33.90334,-15.90866,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,83c477f0-3856-11f1-bdc2-1722bcea4bdc,86.70639,,,10.03207,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:06:03.71,2026-04-14T18:06:03.7137408-05:00,2026-04-14T23:06:03.7137408Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,9fcb2f86-6f17-477c-bd36-06b8afef627a,54.76742,-130.08405,16.95167,5.57055,0.41419,-7.95433,1.1354,-2.14302,4.36929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
5,2026-04-14,18:06:19.50,1,5,"Rushing, Logan",803355,Left,MT,"Ramos, Isreal ""Izzy""",1000400863,Right,MIS_DEL,Undefined,1,Top,0,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.13149,-1.000255,1.931584,2058.515986,154.247648,11:15,5.48995,-1.20355,5.73692,-15.3241,20.46773,-9.1428,3.28085,-0.166,79.5807,-4.003566,0.296689,0.430589,,,,,,,,,,,,5.31071,11.13528,1.048,50,5.39752,-3.97072,-130.3111,-2.66797,8.8218,36.0361,-13.6769,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,8d2e4a00-3856-11f1-bdc2-1722bcea4bdc,87.53687,,,10.55079,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:06:19.50,2026-04-14T18:06:19.5015680-05:00,2026-04-14T23:06:19.5015680Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,2e89d7f2-5b89-4f6f-b39c-4125860fd84a,54.75636,-131.61985,18.01805,5.48539,-2.17125,-6.83845,1.19802,-4.29111,4.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
6,2026-04-14,18:06:48.31,2,1,"Rushing, Logan",803355,Left,MT,"Leming, Cody",1000324954,Right,MIS_DEL,Undefined,1,Top,1,0,0,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,82.56169,-0.180261,1.360178,2648.188108,277.210884,3:15,5.45033,-1.37223,5.42316,-41.21616,1.0061,3.70894,1.84676,0.21118,74.95552,-7.728316,2.020749,0.467673,95.48348,1.371547,-33.451257,3367.41879,,,,50.98951,43.89069,-31.602354,0.376083,-1.44504,0.95248,1.24875,50,5.40564,-2.99484,-119.71505,-1.82558,-2.06831,26.07124,-30.81073,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,9e77cbb0-3856-11f1-bdc2-1722bcea4bdc,80.59572,1.91651,,7.60618,,,,2.07372,1.79323,0.32806,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:06:48.31,2026-04-14T18:06:48.3106304-05:00,2026-04-14T23:06:48.3106304Z,GroundBall,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,229bc5aa-14e8-4669-8f28-0f1e9f377553,55.07814,-120.81589,13.03562,5.45526,-0.52461,-15.40536,1.37336,-2.9075,-1.03415,,2.08166,116.52867,-17.57355,,,,,,,1.80175,3.04807,-20.90068,,,,,,,0.32131,-76.93192,13.42138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,,,
7,2026-04-14,18:07:24.65,3,1,"Rushing, Logan",803355,Left,MT,"Brookins, Kendall",1000233536,Left,MIS_DEL,Undefined,1,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.24855,-1.499893,2.525913,2135.772885,154.426616,11:15,5.50132,-1.16125,5.6957,-19.6421,15.65536,-6.84859,2.46497,0.6236,80.90102,-5.230689,1.302669,0.427606,,,,,,,,,,,,4.31083,8.82764,0.95317,50,5.36324,-5.45354,-130.62328,-4.04092,7.29753,32.69978,-17.23033,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,b40586c0-3856-11f1-bdc2-1722bcea4bdc,88.14769,,,9.34754,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:07:24.65,2026-04-14T18:07:24.6537216-05:00,2026-04-14T23:07:24.6537216Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,32b24351-bcf0-4392-92e0-f6ca7ce9332e,54.80157,-131.8198,16.34989,5.49957,-3.41044,-8.61516,1.15761,-5.72056,3.64877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
8,2026-04-14,18:07:38.30,3,2,"Rushing, Logan",803355,Left,MT,"Brookins, Kendall",1000233536,Left,MIS_DEL,Undefined,1,Top,2,1,0,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,83.34649,-0.254129,1.035614,2805.746703,278.029221,3:15,5.34868,-1.38139,5.42112,-40.71884,0.72819,5.14599,1.71735,0.01765,75.62725,-7.710951,1.952322,0.46336,88.0579,23.184375,-10.354207,4408.23319,106.41802,38.12656,-27.84231,300.46387,294.40685,-22.372299,3.621586,-2.27536,0.82508,1.28564,50,5.29773,-2.39796,-120.86268,-1.98204,-3.31734,26.71508,-30.97113,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,bc27bda0-3856-11f1-bdc2-1722bcea4bdc,81.34598,44.45593,,7.71924,,,,1.75083,1.74873,-0.03088,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:07:38.30,2026-04-14T18:07:38.3095296-05:00,2026-04-14T23:07:38.3095296Z,LineDrive,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Giamportone, Seth",10309873,Right,MT,73f15975-a4c2-4710-a415-8e8b3ee5dc05,55.08029,-121.98045,13.35754,5.35355,-0.68621,-15.48556,1.38307,-2.25917,-1.65867,130.857736,1.75073,116.78898,-20.43665,4.42349,-0.85723,0.15471,-0.02536,0.00281,-0.00012,1.74891,50.84344,-16.1714,0.72849,-0.09551,0.0235,-0.0086,0.00257,-0.00028,-0.03104,-21.33567,-6.43298,1.96834,-0.49107,0.1108,-0.02112,0.00252,-0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
9,2026-04-14,18:10:18.60,1,1,"Torrero, Eric",1000465348,Left,MIS_DEL,"Rodriguez, Freddy",831308,Right,MT,Undefined,1,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.21334,-2.512431,2.749243,1929.421833,160.573408,11:15,5.74544,-1.16853,5.55902,-26.93816,18.05257,-5.75363,1.14891,0.9227,72.19329,-7.564252,1.724013,0.482762,,,,,,,,,,,,3.84142,10.46981,0.93474,50,5.51078,-5.33967,-115.98088,-5.89386,5.12551,25.82454,-18.20441,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,1bbbd1c0-3857-11f1-bdc2-1722bcea4bdc,78.07669,,,8.02005,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:10:18.60,2026-04-14T18:10:18.6071040-05:00,2026-04-14T23:10:18.6071040Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Landaz, Stephan",1000130250,Right,MIS_DEL,3b8dec5d-b134-4389-bc50-b0b82996ea3e,54.93892,-117.07543,12.91227,5.74423,-5.12228,-9.1022,1.16566,-5.55691,2.56275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
10,2026-04-14,18:10:32.64,1,2,"Torrero, Eric",1000465348,Left,MIS_DEL,"Rodriguez, Freddy",831308,Right,MT,Undefined,1,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.1667,-0.197091,0.267833,2001.559626,160.772866,11:15,5.72861,-1.32109,5.56774,-26.20348,19.00174,-5.99303,3.36086,-1.5703,71.37614,-5.174969,-0.801315,0.483911,,,,,,,,,,,,3.0824,10.15268,1.30186,50,5.69505,-0.2921,-116.00533,-1.15041,4.0853,27.23825,-18.71805,MT,MIS_DEL,FedExPark,D1,AMER,20260414-FedExPark-1,241a4e50-3857-11f1-bdc2-1722bcea4bdc,77.89122,,,8.79055,,,,,,,697dbe7b-c7ea-4ab2-a8f7-0f258ac3ceb2,2026-04-14,23:10:32.64,2026-04-14T18:10:32.6459904-05:00,2026-04-14T23:10:32.6459904Z,,v3,471353,471362,fd982243d740424f95cb9d9b15dc13b9,"Landaz, Stephan",1000130250,Right,MIS_DEL,220d282a-0bf2-4912-ae7e-e6977ea810f3,54.92562,-117.15616,13.61912,5.72695,-0.35956,-9.35903,1.31784,-0.46471,2.04265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
