PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2026-04-14,18:00:09.59,1,1,"Martinez, Jordan",10079922,Right,GUL_COM,"Santiago Velazquez, Angel",10122448,Right,NOR_FLO,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.41992,-2.891276,-3.592567,2271.098751,235.029372,1:45,6.45665,0.1398,5.21535,-21.11997,14.24127,18.64466,1.97037,-1.68894,82.36261,-6.808895,-0.293155,0.427991,,,,,,,,,,,,-10.41504,8.30689,0.17748,50,6.17349,7.36061,-130.81604,-7.37787,-17.97502,28.63399,-17.83738,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,4e4e0810-384d-11f1-9783-ad33f25e901b,88.06824,,,8.05731,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:00:09.59,2026-04-14T18:00:09.5946240-04:00,2026-04-14T22:00:09.5946240Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,bc377cfd-b9be-48ea-a4c5-3e2e608a7c11,55.28406,-131.96759,14.317,6.45577,-6.66052,-8.91869,-0.13307,8.08349,-8.98751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
2,2026-04-14,18:00:21.54,1,2,"Martinez, Jordan",10079922,Right,GUL_COM,"Santiago Velazquez, Angel",10122448,Right,NOR_FLO,Undefined,1,Top,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.45109,-3.241176,-3.298363,2274.825674,233.355688,1:45,6.46336,0.22201,5.17753,-20.08895,15.19414,18.85745,1.7312,-1.31354,82.65582,-6.965106,0.037747,0.427518,,,,,,,,,,,,-10.39217,8.8415,0.06981,50,6.14626,6.67898,-130.89515,-8.14366,-18.01493,27.84268,-16.84724,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,5566e540-384d-11f1-9783-ad33f25e901b,88.16567,,,7.79527,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:00:21.54,2026-04-14T18:00:21.5497728-04:00,2026-04-14T22:00:21.5497728Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,507f9ea9-41f1-4443-aa57-4cd127335e10,55.32221,-132.02238,13.92134,6.46216,-7.46159,-8.42362,-0.21535,7.40833,-9.00746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
3,2026-04-14,18:00:35.93,1,3,"Martinez, Jordan",10079922,Right,GUL_COM,"Santiago Velazquez, Angel",10122448,Right,NOR_FLO,Undefined,1,Top,0,1,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.34352,-0.840076,-0.964722,1852.19813,212.688481,1:00,6.3216,0.31879,5.24587,-33.56285,5.71591,2.87543,2.73507,-0.34828,78.28081,-6.972213,-0.454245,0.451077,69.38087,58.108908,119.844582,2591.39511,,,,,18.85991,,,-1.71425,3.4439,-0.23246,50,6.21954,1.96225,-123.87187,-3.04588,-2.66342,24.75386,-26.8233,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,5dfe7330-384d-11f1-9783-ad33f25e901b,83.56107,31.56029,,7.0627,,,,1.17797,2.72313,0.22268,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:00:35.93,2026-04-14T18:00:35.9386112-04:00,2026-04-14T22:00:35.9386112Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,95b7e324-c597-456e-a9bd-9f55c239f699,55.25295,-124.91718,12.37693,6.32425,-1.91318,-13.41165,-0.31769,2.07472,-1.33171,323.210806,1.18836,-27.12103,-4.51371,,,,,,,2.73721,85.90877,-29.09492,,,,,,,0.23714,46.12412,-13.52406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,,,
4,2026-04-14,18:00:55.01,1,4,"Martinez, Jordan",10079922,Right,GUL_COM,"Santiago Velazquez, Angel",10122448,Right,NOR_FLO,Undefined,1,Top,0,1,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,82.86662,-1.490047,-2.408551,1898.352497,255.624226,2:30,6.12168,0.28157,4.81677,-35.98022,6.34225,19.58068,1.71033,-0.36953,76.23776,-7.994819,1.039768,0.468227,101.04494,-7.349674,-16.343375,,,,,16.39526,15.82398,-10.680376,0.102614,-10.39532,3.88339,-0.06041,50,5.94251,4.20659,-120.15498,-4.48136,-15.2278,22.84086,-26.48541,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,69610800-384d-11f1-9783-ad33f25e901b,80.50027,1.94743,,6.62887,,,,1.62312,1.94743,1.21,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:00:55.01,2026-04-14T18:00:55.0192128-04:00,2026-04-14T22:00:55.0192128Z,GroundBall,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,25234c8b-c9ee-4268-a33b-9cffcebb8282,55.68414,-121.23069,11.42043,6.1242,-3.234,-13.2427,-0.27541,4.92376,-7.6139,180,1.62066,141.19105,,,,,,,,1.94776,-18.97829,,,,,,,,1.21072,-41.4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,,
5,2026-04-14,18:01:27.82,2,1,"Martinez, Jordan",10079922,Right,GUL_COM,"Fernandez, Orlando",831454,Right,NOR_FLO,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.40116,-4.639867,-3.316366,2262.906917,237.126504,2:00,6.43062,-0.00146,4.93698,-24.62423,12.83052,17.90025,-0.02371,-1.64771,80.95073,-9.124933,-0.160809,0.440478,,,,,,,,,,,,-9.9463,8.04189,0.3081,50,5.9579,6.59303,-127.66066,-11.30245,-16.37047,26.93206,-18.93802,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,7ce42600-384d-11f1-9783-ad33f25e901b,85.57158,,,7.45043,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:01:27.82,2026-04-14T18:01:27.8227968-04:00,2026-04-14T22:01:27.8227968Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,26036771-a052-42ac-b721-dce343a9e002,55.56371,-128.82907,13.46603,6.43042,-10.48085,-9.46901,0.00667,7.30324,-8.18524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
6,2026-04-14,18:01:43.02,2,2,"Martinez, Jordan",10079922,Right,GUL_COM,"Fernandez, Orlando",831454,Right,NOR_FLO,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.46637,0.421454,-3.987912,1915.466769,254.221482,2:30,6.27431,0.57576,4.61501,-37.89471,7.3487,21.02918,3.5181,-1.46949,73.81657,-6.428877,-0.31026,0.484116,,,,,,,,,,,,-11.29764,3.90173,-0.18563,50,6.28306,7.19201,-116.50338,-0.56662,-15.60602,20.85294,-26.7844,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,86041dd0-384d-11f1-9783-ad33f25e901b,77.85834,,,6.6498,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:01:43.02,2026-04-14T18:01:43.0272000-04:00,2026-04-14T22:01:43.0272000Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,a85b5950-5c52-4e42-a400-4ac1d32252cf,55.88454,-117.55194,10.42647,6.27769,0.78019,-13.3922,-0.56699,7.97674,-7.80301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
7,2026-04-14,18:01:56.13,2,3,"Martinez, Jordan",10079922,Right,GUL_COM,"Fernandez, Orlando",831454,Right,NOR_FLO,Undefined,1,Top,1,2,0,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,89.95182,-2.463647,-2.588578,2301.945254,240.506892,2:00,6.46938,0.1828,4.96888,-22.99155,12.85201,20.6669,2.22248,-0.54175,82.29464,-6.686924,1.05758,0.430901,106.29821,12.418803,-14.641408,1086.684578,104.85863,18.48158,-33.23653,258.89785,258.89785,-22.241287,2.204938,-11.0415,7.39433,0.04939,50,6.21249,4.93171,-130.32223,-6.48396,-18.98358,27.46201,-19.46101,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,8dc45e90-384d-11f1-9783-ad33f25e901b,87.47361,19.37641,,7.65719,,,,2.18471,2.34184,0.54834,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:01:56.13,2026-04-14T18:01:56.1390080-04:00,2026-04-14T22:01:56.1390080Z,LineDrive,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,8ad5442a-a019-48b7-9281-34b7d118f3f7,55.53143,-131.48266,13.73101,6.4691,-5.66161,-9.73051,-0.17596,5.73388,-9.49179,109.490592,2.18471,147.31163,-27.3925,6.37125,-1.35187,0.25392,-0.04322,0.00549,-0.00034,2.34184,33.52808,-17.14317,0.53768,0.14954,-0.07568,0.02073,-0.00308,0.00022,0.54834,-38.48569,-7.23232,3.66984,-1.24482,0.34248,-0.0759,0.01148,-0.00085,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
8,2026-04-14,18:02:30.15,3,1,"Martinez, Jordan",10079922,Right,GUL_COM,"Quigley, Anthony",813956,Right,NOR_FLO,Undefined,1,Top,1,0,0,Cutter,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.23894,-0.136821,-1.847716,1932.344304,224.122494,1:30,6.3836,0.46899,5.40119,-27.71344,9.55178,8.16032,3.94587,-0.58297,80.01988,-5.247368,-0.396746,0.439363,,,,,,,,,,,,-4.59004,5.18811,-0.31018,50,6.35211,3.72722,-126.64443,-1.29356,-7.48372,24.92002,-23.7152,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,a214deb0-384d-11f1-9783-ad33f25e901b,85.7889,,,7.21906,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:02:30.15,2026-04-14T18:02:30.1563904-04:00,2026-04-14T22:02:30.1563904Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,17dfe7a4-51e3-421e-9447-816ef7e17623,55.09681,-127.6434,12.46001,6.38491,-0.34289,-11.8576,-0.4656,4.02722,-3.74186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
9,2026-04-14,18:02:57.03,3,2,"Martinez, Jordan",10079922,Right,GUL_COM,"Quigley, Anthony",813956,Right,NOR_FLO,Undefined,1,Top,1,1,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.47268,0.118698,-0.01583,2233.327221,3.73448,6:00,6.37246,0.33428,4.93658,-52.66794,-7.62382,-0.59587,2.09565,0.26967,73.57552,-9.36783,-0.121211,0.483048,,,,,,,,,,,,0.29213,-3.45414,-0.33222,50,6.3398,0.05724,-116.72402,-1.73116,0.39916,23.93227,-36.8939,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,b21ba730-384d-11f1-9783-ad33f25e901b,78.03038,,,6.89716,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:02:57.03,2026-04-14T18:02:57.0360000-04:00,2026-04-14T22:02:57.0360000Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,17d6112f-3d30-442a-9aa7-affb8da5fdb5,55.56385,-117.85927,11.96614,6.38041,0.01894,-18.44695,-0.33448,0.03831,0.19958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.80737,,0.908749,,2.95373,2.34525,-0.27288,-0.95865,5.42509,1.60694,,,,-0.89483,110.13196,-11.21814,5.43068,4.07256,-11.15605,1.58055,-0.80364,3.33105,High,High,High,,,High,Medium,Low,,,
10,2026-04-14,18:03:29.70,3,3,"Martinez, Jordan",10079922,Right,GUL_COM,"Quigley, Anthony",813956,Right,NOR_FLO,Undefined,1,Top,1,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.19067,-1.373651,-2.157097,2302.593119,10.37522,6:15,6.24969,0.38269,5.10319,-56.80377,-10.44127,-2.19307,0.22057,-1.83353,72.81816,-11.559035,-2.546487,0.490066,,,,,,,,,,,,0.43724,-4.52315,-0.17734,50,6.07476,4.4109,-114.80115,-4.79121,0.57678,23.54579,-38.14061,GUL_COM,NOR_FLO,GulfCoastState,JUCO,NJCAA,20260414-GulfCoastState-1,c59639b0-384d-11f1-9783-ad33f25e901b,76.91292,,,6.37251,,,,,,,0a2317fc-9fa2-4e80-8db0-a645fc7154b9,2026-04-14,22:03:29.70,2026-04-14T18:03:29.7072640-04:00,2026-04-14T22:03:29.7072640Z,,v3,643-147370,643-147500,,"Touchstone, Brayden",10107325,Right,GUL_COM,27b8de96-b581-41d9-a4b4-8e9a790e81de,55.39879,-115.90316,11.7729,6.25722,-3.00613,-19.07031,-0.38315,4.38391,0.28839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
